row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
206,206,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax oberholseri,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Dusky/Hammond’s ",Empidonax,oberholseri,,,I,,AER,LOW,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-0.2822691498,-0.1079791937,0.4843312918,off graph
207,207,"{Gale, 2001 #29917}","Gale, 2001 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Piranga_olivacea,Piranga_olivacea,Piranga_olivacea,"Tanager, Scarlet ",Piranga,olivacea,,,S,SI,CAN,TREE,,289.75,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Connecticut, Pennsylvania, and Virginia, USA",1,10,,,,,,,4.75,2.279972777,,,30,5.89,5.404993833,,,25,-0.2803033008,-0.1073128652,0.0740476055,x and SD
208,208,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga nigrescens,Dendroica_nigrescens,Dendroica_nigrescens,Dendroica_nigrescens,"Gray Warbler, Black-throated ",Setophaga,nigrescens,,,I,,CAN,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-0.2792932714,-0.1069701157,0.5065653545,off graph
209,209,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Meliphagidae,Anthochaera lunulata,Anthochaera_lunulata,Anthochaera_lunulata,Anthochaera_lunulata,"Wattlebird, Western ",Anthochaera,lunulata,,,N,NI,CAN,TREE,,32,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.12,0.46,,,5,0.37,1.05,,,5,-0.2784106506,-0.1066703801,0.4038756245,x and SD
210,210,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,"Warbler, Black-throated blue",Setophaga,caerulescens,,,I,I,LOW,LOW,,64.8,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.13,,,0.31,,,,,,,,,,,,-0.2622252450,-0.1011368620,0.0303008315,r
211,211,"{Martel, 1991 #781}","Martel, 1991 ",Arthropod,Insecta,Coleoptera,Carabidae,,Coleoptera,Coleoptera,Coleoptera,ALL carabid beetles,Carabidae,Carabidae,,,I,I,GRO,,,816,,Abundance,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.127833333,,,,,,,,,,,,,,,-0.2577815928,-0.0996052347,0.0023744417,r
212,212,"{Adams, 1991 #1047}","Adams, 1991 ",Vertebrate,Bird,Passeriformes,Passerelidae,Junco hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Dark-eyed Junco,Junco,hyemalis,,,S,S,GRO,GRO,,21.95238095,,Density of territories,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"North Carolina, USA",1,26,,,,,,0.355800021,9,,,,1,12.95238095,,,,1,-0.2567086363,-0.0992345996,2.0164748310,chi
213,213,"{Davis, 2014 #31982}","Davis, 2014 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza chrysorrhoa,Acanthiza_chrysorrhoa,Acanthiza_chrysorrhoa,Acanthiza_chrysorrhoa,"Thornbill, Yellow-Rumped",Acanthiza,chrysorrhoa,,,I,I,GRO,TREE,,35,Observation,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,-0.86,,,,,,0.29,0.476235236,0.18,,7,0.43,0.555607775,0.21,,7,-0.2532282481,-0.0980301754,0.2880044481,x and SD
214,214,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,1541,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,16.9,17.1,2.85,,36,22.2,23.58989614,3.64,,42,-0.2516356129,-0.0974779117,0.0519932021,x and SD
215,215,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus virens,Contopus_virens,Contopus_virens,Contopus_virens,"Wood-pewee, Eastern",Contopus,virens,,,I,I,AER,TREE,,36,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.12,,,0.35,,,,,,,,,,,,-0.2417468892,-0.0940330807,0.0555303840,r
216,216,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Cardellina pusilla,Alcedo_pusilla,Alcedo_pusilla,Alcedo_pusilla,"Warbler, Wilson’s ",Cardellina,pusilla,,,I,I,CAN,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.12,-3.84,,,,,,,,,,,,,,-0.2417468892,-0.0940330807,0.0122191886,r
217,217,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Strigiformes,Strigidae,Aegolius acadicus,Aegolius_acadicus,Aegolius_acadicus,Aegolius_acadicus,"Owl, Northern saw-whet",Aegolius,acadicus,,,O,V,AER,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.12,-0.49,,,,,,,,,,,,,,-0.2417468892,-0.0940330807,0.0122191886,r
218,218,"{Swinburn, 2009 #32049}","Swinburn, 2009 ",Vertebrate,Mammal,Diprotodontia,Tarsipedidae,Tarsipes rostratus,Tarsipes_rostratus,Tarsipes_rostratus,Tarsipes_rostratus,Honeypossum,Tarsipes,rostratus,8,-0.04,N,N,GRO,GRO,N,16,Trapping,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,,0.71,1.01,,,,1.4,1.346204191,,1.18,5,1.8,1.654233963,,1.45,5,-0.2394273329,-0.0932210693,0.4028662724,x and SD
219,219,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Passerellidae,Passerella iliaca,Passerella_iliaca,Passerella_iliaca,Passerella_iliaca,Fox Sparrow,Passerella,iliaca,,,I,,GRO,GRO,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-0.2349526835,-0.0916503182,0.3864461494,off graph
220,220,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Entognatha,Collembola,Collembola,,Collembola,Collembola,Collembola,Springtails,Springtails,Springtails,,,D,D,GRO,,,25470.62357,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,136.2222222,219.9180403,,,9,182.3333333,146.7847063,,,9,-0.2348575972,-0.0916168780,0.2237543914,x and SD
221,221,"{Moore, 2014 #381}","Moore, 2014 ",Vertebrate,Mammal,Dasyuromorphia,Dasyuridae ,Sminthopsis grisoventer,Sminthopsis_grisoventer,Sminthopsis_grisoventer,Sminthopsis_grisoventer,Grey-bellied Dunnart,Sminthopsis,grisoventer,23,0.13,I,I,GRO,GRO,N,20,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.666666667,0.984731928,,,12,1,1.705605731,,,12,-0.2310871577,-0.0902888009,0.1677791932,x and SD
222,222,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Tiliqua_rugosa,Tiliqua_rugosa,Tiliqua_rugosa,Tiliqua_rugosa,Bobtail,Tiliqua,rugosa,,,O,O,GRO,,,16,Elliot trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,-0.2258543179,-0.0884388611,0.1677293786,x and SD
223,223,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Contopus_cooperi,Contopus_cooperi,Contopus_cooperi,"Flycatcher, Olive-sided ",Contopus,cooperi,,,I,I,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.11,-3.25,,,,,,,,,,,,,,-0.2213432019,-0.0868377194,0.0122762867,r
224,224,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Passeridae,Passerculus sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,"sparrow, Savanna",Passerculus,sandwichensis,,,I,,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.11,-2.29,,,,,,,,,,,,,,-0.2213432019,-0.0868377194,0.0122762867,r
225,225,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Alder ",Empidonax,alnorum,,,I,I,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.11,-0.81,,,,,,,,,,,,,,-0.2213432019,-0.0868377194,0.0122762867,r
226,226,"{Rabenold, 1998 #810}","Rabenold, 1998 ",Vertebrate,Bird,Passeriformes,Passerelidae,Junco hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Dark-eyed Junco,Junco,hyemalis,,,S,S,GRO,GRO,,90,,Number of male territories,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"n Carolina-Tennessee border, USA",1,21,,,,,,1.088888889,38,,,,1,52,,,,1,-0.2213317715,-0.0868336549,2.0122469383,chi
227,227,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Meliphagidae,Melithreptus lunatus,Melithreptus_lunatus,Melithreptus_lunatus,Melithreptus_lunatus,"Honeyeater, white-naped",Melithreptus,chloropsis,,,I,I,CAN,TREE,,35,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.17,0.61,,,5,0.37,0.98,,,5,-0.2211853869,-0.0867815987,0.4024461488,x and SD
228,228,"{Vindstad, 2015 #29916}","Vindstad, 2015 ",Vertebrate,Bird,Passeriformes,Turdidae,Turdus iliacus,Turdus_iliacus,Turdus_iliacus,Turdus_iliacus,Redwing,Turdus,iliacus,,,O,O,GRO,LOW,,57,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,5.12,3.93,,,4,6.02,3.51,,,6,-0.2211826204,-0.0867806149,0.4191127542,x and SD
229,229,"{Nichols, 1984 #29888}","Nichols, 1984 ",Vertebrate,Bird,Passeriformes,Hirundinidae,Petrochelidon nigricans,Hirundo_nigricans,Hirundo_nigricans,Hirundo_nigricans,Tree Martin ,Petrochelidon,nigricans,,,I,I,AER,CAV,,19,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,0.236842105,8,,,,2,11,,,,2,-0.2200000000,-0.0863598307,0.0000000010,chi
230,230,"{Rabenold, 1998 #810}","Rabenold, 1998 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Troglodytes hiemalis,Troglodytes_troglodytes,Troglodytes_troglodytes,Troglodytes_troglodytes,"Wren, Winter ",Troglodytes,hiemalis,,,I,I,LOW,LOW,,59,Number of male territories,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"n Carolina-Tennessee border, USA",1,21,,,,,,0.686440678,25,,,,1,34,,,,1,-0.2169935007,-0.0852882589,2.0117715448,chi
231,231,"{Nichols, 1985 #165}","Nichols, 1985 ",Vertebrate,Reptile,Squamata,Scincidae,Menetia_greyii,Menetia_greyii,Menetia_greyii,Menetia_greyii,,Menetia,greyii,,,I,I,GRO,,,132,Trapping,,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,1.515151515,56,,,,2,76,,,,2,-0.2155152394,-0.0847604081,1.0058058523,chi
232,232,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga occidentalis,Dendroica_occidentalis,Dendroica_occidentalis,Dendroica_occidentalis,"Warbler, Hermit",Setophaga,occidentalis,,,I,,CAN,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-0.2065543013,-0.0815468722,0.2697279480,off graph
233,233,"{Garneau, 2012 #29920}","Garneau, 2012 ",Vertebrate,Mammal,Eulipotyphla,Soricidae,Blarina brevicauda,Blarina_brevicauda,Blarina_brevicauda,Blarina_brevicauda,"Shrew, Short-tail",Blarina,brevicauda,30,0.17,I,I,GRO,GRO,N,66,Trapping,Counts,American beech,Fagus grandifolia,Beech Bark Disease (introduced scale insect Cryptococcus fagisuga +),Insect,1,1,1,3,"New York and Vermont, USA",0,,,-0.1,,,,,,,,,,,,,,,-0.2010075631,-0.0795457423,0.0301603519,r
234,234,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Selasphorus_rufus,Selasphorus_rufus,Selasphorus_rufus,"Hummingbird, Rufous",Selasphorus,rufus,,,N,N,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.1,-0.87,,,,,,,,,,,,,,-0.2010075631,-0.0795457423,0.0123285361,r
235,235,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Common Starling ,Sturnus,vulgaris,78,0.28,I,I,GRO,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.1,-4.91,,,,,,,,,,,,,,-0.2010075631,-0.0795457423,0.0123285361,r
236,236,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza inornata,Acanthiza_inornata,Acanthiza_inornata,Acanthiza_inornata,"Thornbill, Western ",Acanthiza,inornata,,,I,I,LOW,TREE,,449,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,3.09,3.02,,,5,3.86,3.9,,,5,-0.1992857038,-0.0789226567,0.4019857396,x and SD
237,237,"{Wentzel, 2010 #26628}","Wentzel, 2010 ",Vertebrate,Mammal,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Common brushtail possum,Trichosurus,vulpecula,2000,0.52,L,P,CAN,TREE,N,61,Trapping,Cage trapping,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,-0.1978829745,-0.0784143923,0.1674824515,x and SD
238,238,"{Becker, 2008 #32060}","Becker, 2008 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,"Flycatcher, Acadian ",Empidonax,virescens,,,I,I,AER,TREE,,61,Nest success,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Pennsylvania, USA",0,,,,,,,0.56,,,,,1,,,,,1,-0.1925137622,-0.0764633997,2.0092653872,chi
239,239,"{Moore, 2013 #345}","Moore, 2013 ",Vertebrate,Reptile,Squamata,Scincidae,Menetia_greyii,Menetia_greyii,Menetia_greyii,Menetia_greyii,,Menetia,greyii,,,I,I,GRO,,,20,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.75,0.753778361,,,12,0.916666667,0.99620492,,,12,-0.1821575544,-0.0726753619,0.1673579453,x and SD
240,240,"{Darveau, 1997 #634}","Darveau, 1997 ",Arthropod,Insecta,Hemiptera ,Hemiptera,,Hemiptera,Hemiptera,Hemiptera,,Hemiptera ,Hemiptera ,,,L,P,LOW,,,4623,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.09,,,0.55,,,,,,,,,,,,-0.1807334588,-0.0721518701,0.0004257316,r
241,241,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Passeriformes,Passerelidae,Zonotrichia albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,"Sparrow, White-throated",Zonotrichia,albicollis,,,S,SI,GRO,GRO,,14.4,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.09,,,0.5,,,,,,,,,,,,-0.1807334588,-0.0721518701,0.1472430366,r
242,242,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Passerelidae,Zonotrichia leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,"Sparrow, White-crowned ",Zonotrichia,leucophrys,,,S,SI,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.09,-0.76,,,,,,,,,,,,,,-0.1807334588,-0.0721518701,0.0123759050,r
243,243,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Piciformes,Picidae,Colaptes auratus,Colaptes_auratus,Colaptes_auratus,Colaptes_auratus,"Flicker, Common",Colaptes,auratus,,,I,I,GRO,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.09,-3.39,,,,,,,,,,,,,,-0.1807334588,-0.0721518701,0.0123759050,r
244,244,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga coronata ,Dendroica_coronata,Dendroica_coronata,Dendroica_coronata,"Warbler, Yellow-rumped ",Setophaga,coronata,,,I,I,CAN,TREE,,306,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.87,0.22,0.11,167,4,0.92,0.268328157,0.12,139,5,-0.1785200465,-0.0713369742,0.4517705226,x and SD
245,245,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Petroicidae,Eopsaltria georgiana,Eopsaltria_georgiana,Eopsaltria_georgiana,Eopsaltria_georgiana,"Robin, White-Breasted ",Eopsaltria,georgiana,,,I,I,AER,LOW,,19,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.09,0.47,,,5,0.2,0.67,,,5,-0.1715853313,-0.0687739255,0.4014720763,x and SD
246,246,"{Vindstad, 2015 #29916}","Vindstad, 2015 ",Vertebrate,Bird,Passeriformes,Fringillidae,Fringilla montifringilla,Fringilla_montifringilla,Fringilla_montifringilla,Fringilla_montifringilla,Brambling,Fringilla,montifringilla,,,S,S,GRO,TREE,,143,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,6.21,4.52,,,4,6.94,3.41,,,6,-0.1705505377,-0.0683901688,0.4181210410,x and SD
247,247,"{Ingwell, 2012 #32782}","Ingwell, 2012 ",Arthropod,Insecta,Hymenoptera,Hymenoptera,,Hymenoptera,Hymenoptera,Hymenoptera,,,,,,O,O,GRO,,,448,,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,Southern New England,0,,,,,,,3.017857143,198,,,,4,250,,,,4,-0.1647054777,-0.0662161180,0.0000000010,chi
248,248,"{Darveau, 1997 #634}","Darveau, 1997 ",Arthropod,Insecta,Coleoptera,Curculionidae,,Coleoptera,Coleoptera,Coleoptera,Beetles,Beetles,Beetles,,,L,P,GRO,,,4561.92,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,-0.08,,,0.58,,,,,,,,,,,,-0.1605144708,-0.0646505602,0.0004329131,r
249,249,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Regulidae,Regulus satrapa,Regulus_satrapa,Regulus_satrapa,Regulus_satrapa,Golden-crowned Kinglet,Regulus,satrapa,,,I,I,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.08,-5.62,,,,,,,,,,,,,,-0.1605144708,-0.0646505602,0.0124183647,r
250,250,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Passerelidae,Melospiza melodia,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,"Sparrow, Song",Melospiza,melodia,,,S,SI,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.08,-1.07,,,,,,,,,,,,,,-0.1605144708,-0.0646505602,0.0124183647,r
251,251,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Falconiformes,Falconidae,Falco sparverius,Falco_sparverius,Falco_sparverius,Falco_sparverius,American kestrel,Falco,sparverius,,,O,V,AER,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.08,-0.57,,,,,,,,,,,,,,-0.1605144708,-0.0646505602,0.0124183647,r
252,252,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Parula americana,Parula_americana,Parula_americana,Parula_americana,Northern Parula,Parula,americana,,,I,I,CAN,TREE,,45,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,2.766666667,1.154700538,,,3,3.2,2.858321186,,,3,-0.1586131446,-0.0639384513,0.6687631775,x and SD
253,253,"{Norris, 2012 #29924}","Norris, 2012 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile atricapillus,Parus_atricapillus,Parus_atricapillus,Parus_atricapillus,"Chickadee, Black-capped ",Parus,atricapillus,,,I,I,CAN,CAV,,1000,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,15,,-0.0786294,,,,,,,,,,,,,,,-0.1577471986,-0.0636137388,0.0019773244,r
254,254,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Coraciiformes,Meropidae,Merops ornatus,Merops_ornatus,Merops_ornatus,Merops_ornatus,"Bee-eater, Rainbow ",Merops,ornatus,,,I,I,AER,GRO,,10,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0,0,,,5,0.15,1.25,,,5,-0.1531938357,-0.0619023122,0.4011734176,x and SD
255,255,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile atricapillus,Parus_atricapillus,Parus_atricapillus,Parus_atricapillus,"Chickadee, Black-capped ",Parus,atricapillus,,,I,I,CAN,CAV,,65,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,,,,,0.379373077,29,,,,1,36,,,,1,-0.1527434316,-0.0617326562,2.0058326390,chi
256,256,"{Moore, 2013 #345}","Moore, 2013 ",Vertebrate,Reptile,Squamata,Scincidae,Lerista_distinguenda,Lerista_distinguenda,Lerista_distinguenda,Lerista_distinguenda,,Lerista,distinguenda,,,I,I,GRO,,,31,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,1.166666667,1.337115847,,,12,1.416666667,1.831955405,,,12,-0.1505002316,-0.0608867104,0.1671385483,x and SD
